Field Group,Heading Category,Heading,Status,Product Name,Quantity,Units,Value GBP,Actual/Issued Date,Application Area ha,Av Field Unit Price GBP,Crop Group,Field Defined Name,Quantity per Application Area ha,Variety,Year
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Xerton (17335),2.468,L,64.18,11/15/2018,4.08,26,Wheat Winter,Mf 27 Milestone.Costello,0.605,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Xerton (17335),6.28,L,163.28,11/15/2018,10.38,26,Wheat Winter,Mf 567 Lindsay's.Costello,0.605,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Xerton (17335),10.27,L,267.02,11/27/2018,17.63,26,Wheat Winter,Mf 14\16 Track End.Costello,0.583,Costello,2019
MANOR FARM FGrp,Variable Costs,Herbicides,Completed,Xerton (17335),19.655,L,511.03,11/27/2018,33.74,26,Wheat Winter,Mf 8-13 Lucy's.Costello,0.583,Costello,2019
,,SUB TOTALS FOR Herbicides,,,,,16145.69,,,,,,,,
MANOR FARM FGrp,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),1.222,L,54.97,04/05/2019,32.49,45,Wheat Spring,Mf 17\23 David's.Mulika,0.038,Mulika,2019
MANOR FARM FGrp,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),0.369,L,16.6,04/05/2019,9.81,45,Wheat Spring,Mf 28 Fen Field.Mulika,0.038,Mulika,2019
MANOR FARM FGrp,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),0.511,L,23.01,04/05/2019,12.18,45,Wheat Spring,Mf 29 Straw Barn.Mulika,0.042,Mulika,2019
MANOR FARM FGrp,Variable Costs,Insecticides,Completed,Kingpin (18626),3.935,L,82.64,3/21/2019,26.13,21,Wheat Winter,Mf 1234 Manor farm View.Costello,0.151,Costello,2019
MANOR FARM FGrp,Variable Costs,Insecticides,Completed,Kingpin (18626),2.655,L,55.76,3/21/2019,17.63,21,Wheat Winter,Mf 14\16 Track End.Costello,0.151,Costello,2019
MANOR FARM FGrp,Variable Costs,Insecticides,Completed,Kingpin (18626),2.456,L,51.58,3/21/2019,16.31,21,Wheat Winter,Mf 26 Railway.Costello,0.151,Costello,2019
MANOR FARM FGrp,Variable Costs,Insecticides,Completed,Kingpin (18626),0.614,L,12.9,3/21/2019,4.08,21,Wheat Winter,Mf 27 Milestone.Costello,0.151,Costello,2019
MANOR FARM FGrp,Variable Costs,Insecticides,Completed,Kingpin (18626),1.563,L,32.83,3/21/2019,10.38,21,Wheat Winter,Mf 567 Lindsay's.Costello,0.151,Costello,2019
MANOR FARM FGrp,Variable Costs,Insecticides,Completed,Kingpin (18626),5.081,L,106.71,3/21/2019,33.74,21,Wheat Winter,Mf 8-13 Lucy's.Costello,0.151,Costello,2019
MANOR FARM FGrp,Variable Costs,Insecticides,Completed,Kingpin (18626),1.43,L,30.02,04/05/2019,32.49,21,Wheat Spring,Mf 17\23 David's.Mulika,0.044,Mulika,2019
MANOR FARM FGrp,Variable Costs,Insecticides,Completed,Kingpin (18626),0.432,L,9.06,04/05/2019,9.81,21,Wheat Spring,Mf 28 Fen Field.Mulika,0.044,Mulika,2019
MANOR FARM FGrp,Variable Costs,Insecticides,Completed,Kingpin (18626),0.339,L,7.11,04/05/2019,7.7,21,Wheat Spring,Mf 29 Straw Barn.Mulika,0.044,Mulika,2019
MANOR FARM FGrp,Variable Costs,Insecticides,Completed,Sven (18627),4.3,L,78.7,11/15/2018,26.13,18.3,Wheat Winter,Mf 1234 Manor farm View.Costello,0.165,Costello,2019
MANOR FARM FGrp,Variable Costs,Insecticides,Completed,Sven (18627),2.684,L,49.12,11/15/2018,16.31,18.3,Wheat Winter,Mf 26 Railway.Costello,0.165,Costello,2019
MANOR FARM FGrp,Variable Costs,Insecticides,Completed,Sven (18627),0.671,L,12.29,11/15/2018,4.08,18.3,Wheat Winter,Mf 27 Milestone.Costello,0.165,Costello,2019
MANOR FARM FGrp,Variable Costs,Insecticides,Completed,Sven (18627),1.708,L,31.26,11/15/2018,10.38,18.3,Wheat Winter,Mf 567 Lindsay's.Costello,0.165,Costello,2019
,,SUB TOTALS FOR Insecticides,,,,,654.57,,,,,,,,
MANOR FARM FGrp,Variable Costs,Seed / Plants,Completed,Mulika,5848.2,kg,1803.63,2/25/2019,64.98,0.308,Wheat Spring,Mf 17\23 David's.Mulika,90,Mulika,2019
MANOR FARM FGrp,Variable Costs,Seed / Plants,Completed,Mulika,0,kg,0,2/25/2019,12.18,0,Wheat Spring,Mf 29 Straw Barn.Mulika,0,Mulika,2019
MANOR FARM FGrp,Variable Costs,Seed / Plants,Completed,Mulika,1765.8,kg,544.59,2/26/2019,19.62,0.308,Wheat Spring,Mf 28 Fen Field.Mulika,90,Mulika,2019
MANOR FARM FGrp,Variable Costs,Seed / Plants,Completed,Mulika,2192.4,kg,676.15,2/26/2019,12.18,0.308,Wheat Spring,Mf 29 Straw Barn.Mulika,180,Mulika,2019
MANOR FARM FGrp,Variable Costs,Seed / Plants,Completed,Mycoguard 720,18.292,L,151.5,5/20/2019,26.13,8.282,Wheat Winter,Mf 1234 Manor farm View.Costello,0.7,Costello,2019
MANOR FARM FGrp,Variable Costs,Seed / Plants,Completed,Mycoguard 720,11.418,L,94.56,5/20/2019,16.31,8.282,Wheat Winter,Mf 26 Railway.Costello,0.7,Costello,2019
MANOR FARM FGrp,Variable Costs,Seed / Plants,Completed,Mycoguard 720,2.856,L,23.66,5/20/2019,4.08,8.282,Wheat Winter,Mf 27 Milestone.Costello,0.7,Costello,2019
MANOR FARM FGrp,Variable Costs,Seed / Plants,Completed,Mycoguard 720,7.267,L,60.18,5/20/2019,10.38,8.282,Wheat Winter,Mf 567 Lindsay's.Costello,0.7,Costello,2019
MANOR FARM FGrp,Variable Costs,Seed / Plants,Completed,Mycoguard 720,12.542,L,103.87,5/22/2019,17.63,8.282,Wheat Winter,Mf 14\16 Track End.Costello,0.711,Costello,2019
MANOR FARM FGrp,Variable Costs,Seed / Plants,Completed,Mycoguard 720,24.002,L,198.78,5/22/2019,33.74,8.282,Wheat Winter,Mf 8-13 Lucy's.Costello,0.711,Costello,2019
,,SUB TOTALS FOR Seed / Plants,,,,,10896.09,,,,,,,,
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Headland Multiple Pro,33.495,L,233.7,05/06/2019,32.49,6.977,Wheat Spring,Mf 17\23 David's.Mulika,1.031,Mulika,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Headland Multiple Pro,26.13,L,182.31,5/20/2019,26.13,6.977,Wheat Winter,Mf 1234 Manor farm View.Costello,1,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Headland Multiple Pro,16.31,L,113.8,5/20/2019,16.31,6.977,Wheat Winter,Mf 26 Railway.Costello,1,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Headland Multiple Pro,4.08,L,28.47,5/20/2019,4.08,6.977,Wheat Winter,Mf 27 Milestone.Costello,1,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Headland Multiple Pro,10.38,L,72.42,5/20/2019,10.38,6.977,Wheat Winter,Mf 567 Lindsay's.Costello,1,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Headland Multiple Pro,17.457,L,121.8,5/22/2019,17.63,6.977,Wheat Winter,Mf 14\16 Track End.Costello,0.99,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Headland Multiple Pro,33.409,L,233.1,5/22/2019,33.74,6.977,Wheat Winter,Mf 8-13 Lucy's.Costello,0.99,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Magnesium 5%,24,L,12.19,5/27/2019,12.18,0.508,Wheat Spring,Mf 29 Straw Barn.Mulika,1.97,Mulika,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Magnesium 5%,31.865,L,16.18,06/06/2019,32.49,0.508,Wheat Spring,Mf 17\23 David's.Mulika,0.981,Mulika,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Magnesium 5%,11.946,L,6.07,06/06/2019,12.18,0.508,Wheat Spring,Mf 29 Straw Barn.Mulika,0.981,Mulika,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Magnesium 5%,26.186,L,13.3,06/06/2019,26.13,0.508,Wheat Winter,Mf 1234 Manor farm View.Costello,1.002,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Magnesium 5%,17.668,L,8.97,06/06/2019,17.63,0.508,Wheat Winter,Mf 14\16 Track End.Costello,1.002,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Magnesium 5%,16.345,L,8.3,06/06/2019,16.31,0.508,Wheat Winter,Mf 26 Railway.Costello,1.002,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Magnesium 5%,4.089,L,2.08,06/06/2019,4.08,0.508,Wheat Winter,Mf 27 Milestone.Costello,1.002,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Magnesium 5%,10.402,L,5.28,06/06/2019,10.38,0.508,Wheat Winter,Mf 567 Lindsay's.Costello,1.002,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Magnesium 5%,33.813,L,17.17,06/06/2019,33.74,0.508,Wheat Winter,Mf 8-13 Lucy's.Costello,1.002,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Magnesium 5%,20,L,10.16,06/07/2019,9.81,0.508,Wheat Spring,Mf 28 Fen Field.Mulika,2.039,Mulika,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Magnesium 5%,32.068,L,16.29,6/27/2019,32.49,0.508,Wheat Spring,Mf 17\23 David's.Mulika,0.987,Mulika,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Magnesium 5%,9.683,L,4.92,6/27/2019,9.81,0.508,Wheat Spring,Mf 28 Fen Field.Mulika,0.987,Mulika,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Magnesium 5%,12.022,L,6.11,6/27/2019,12.18,0.508,Wheat Spring,Mf 29 Straw Barn.Mulika,0.987,Mulika,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,26.212,L,13.49,11/15/2018,26.13,0.515,Wheat Winter,Mf 1234 Manor farm View.Costello,1.003,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,16.361,L,8.42,11/15/2018,16.31,0.515,Wheat Winter,Mf 26 Railway.Costello,1.003,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,4.093,L,2.11,11/15/2018,4.08,0.515,Wheat Winter,Mf 27 Milestone.Costello,1.003,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,10.413,L,5.36,11/15/2018,10.38,0.515,Wheat Winter,Mf 567 Lindsay's.Costello,1.003,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,17.846,L,9.19,11/27/2018,17.63,0.515,Wheat Winter,Mf 14\16 Track End.Costello,1.012,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,34.154,L,17.58,11/27/2018,33.74,0.515,Wheat Winter,Mf 8-13 Lucy's.Costello,1.012,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,25.804,L,13.28,3/21/2019,26.13,0.515,Wheat Winter,Mf 1234 Manor farm View.Costello,0.988,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,17.41,L,8.96,3/21/2019,17.63,0.515,Wheat Winter,Mf 14\16 Track End.Costello,0.988,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,48.107,L,24.76,3/21/2019,32.62,0.515,Wheat Winter,Mf 26 Railway.Costello,1.475,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,4.029,L,2.07,3/21/2019,4.08,0.515,Wheat Winter,Mf 27 Milestone.Costello,0.988,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,10.251,L,5.28,3/21/2019,10.38,0.515,Wheat Winter,Mf 567 Lindsay's.Costello,0.988,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,33.319,L,17.15,3/21/2019,33.74,0.515,Wheat Winter,Mf 8-13 Lucy's.Costello,0.988,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,17.61,L,9.06,04/04/2019,17.63,0.515,Wheat Winter,Mf 14\16 Track End.Costello,0.999,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,33.701,L,17.35,04/04/2019,33.74,0.515,Wheat Winter,Mf 8-13 Lucy's.Costello,0.999,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,64.98,L,33.44,04/05/2019,32.49,0.515,Wheat Spring,Mf 17\23 David's.Mulika,2,Mulika,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,19.62,L,10.1,04/05/2019,9.81,0.515,Wheat Spring,Mf 28 Fen Field.Mulika,2,Mulika,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,24.277,L,12.49,04/05/2019,12.18,0.515,Wheat Spring,Mf 29 Straw Barn.Mulika,1.993,Mulika,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,26.176,L,13.47,04/05/2019,26.13,0.515,Wheat Winter,Mf 1234 Manor farm View.Costello,1.002,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,16.339,L,8.41,04/05/2019,16.31,0.515,Wheat Winter,Mf 26 Railway.Costello,1.002,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,4.087,L,2.1,04/05/2019,4.08,0.515,Wheat Winter,Mf 27 Milestone.Costello,1.002,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,10.398,L,5.35,04/05/2019,10.38,0.515,Wheat Winter,Mf 567 Lindsay's.Costello,1.002,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,10.152,L,5.23,4/16/2019,9.81,0.515,Wheat Spring,Mf 28 Fen Field.Mulika,1.035,Mulika,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,12.604,L,6.49,4/16/2019,12.18,0.515,Wheat Spring,Mf 29 Straw Barn.Mulika,1.035,Mulika,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,7.244,L,3.73,4/16/2019,7,0.515,Wheat Winter,Mf 26 Railway.Costello,1.035,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,24.536,L,12.63,05/06/2019,9.81,0.515,Wheat Spring,Mf 28 Fen Field.Mulika,2.501,Mulika,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Manganese,30.464,L,15.68,05/06/2019,12.18,0.515,Wheat Spring,Mf 29 Straw Barn.Mulika,2.501,Mulika,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,35.22,L,272.38,04/04/2019,17.63,7.734,Wheat Winter,Mf 14\16 Track End.Costello,1.998,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,67.403,L,521.28,04/04/2019,33.74,7.734,Wheat Winter,Mf 8-13 Lucy's.Costello,1.998,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,26.176,L,202.44,04/05/2019,26.13,7.734,Wheat Winter,Mf 1234 Manor farm View.Costello,1.002,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,16.339,L,126.36,04/05/2019,16.31,7.734,Wheat Winter,Mf 26 Railway.Costello,1.002,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,4.087,L,31.61,04/05/2019,4.08,7.734,Wheat Winter,Mf 27 Milestone.Costello,1.002,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,10.398,L,80.42,04/05/2019,10.38,7.734,Wheat Winter,Mf 567 Lindsay's.Costello,1.002,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,26.13,L,202.08,4/22/2019,26.13,7.734,Wheat Winter,Mf 1234 Manor farm View.Costello,1,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,17.63,L,136.35,4/22/2019,17.63,7.734,Wheat Winter,Mf 14\16 Track End.Costello,1,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,16.31,L,126.14,4/22/2019,16.31,7.734,Wheat Winter,Mf 26 Railway.Costello,1,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,4.08,L,31.55,4/22/2019,4.08,7.734,Wheat Winter,Mf 27 Milestone.Costello,1,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,10.38,L,80.28,4/22/2019,10.38,7.734,Wheat Winter,Mf 567 Lindsay's.Costello,1,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,33.74,L,260.94,4/22/2019,33.74,7.734,Wheat Winter,Mf 8-13 Lucy's.Costello,1,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,26.169,L,202.38,5/20/2019,26.13,7.734,Wheat Winter,Mf 1234 Manor farm View.Costello,1.001,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,16.334,L,126.32,5/20/2019,16.31,7.734,Wheat Winter,Mf 26 Railway.Costello,1.001,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,4.086,L,31.6,5/20/2019,4.08,7.734,Wheat Winter,Mf 27 Milestone.Costello,1.001,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,10.395,L,80.39,5/20/2019,10.38,7.734,Wheat Winter,Mf 567 Lindsay's.Costello,1.001,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Zinc,17.61,L,112.1,04/04/2019,17.63,6.366,Wheat Winter,Mf 14\16 Track End.Costello,0.999,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Zinc,33.701,L,214.53,04/04/2019,33.74,6.366,Wheat Winter,Mf 8-13 Lucy's.Costello,0.999,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Zinc,26.13,L,166.34,04/05/2019,26.13,6.366,Wheat Winter,Mf 1234 Manor farm View.Costello,1,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Zinc,16.31,L,103.82,04/05/2019,16.31,6.366,Wheat Winter,Mf 26 Railway.Costello,1,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Zinc,4.08,L,25.97,04/05/2019,4.08,6.366,Wheat Winter,Mf 27 Milestone.Costello,1,Costello,2019
MANOR FARM FGrp,Variable Costs,Trace Elements,Completed,Zinc,10.38,L,66.08,04/05/2019,10.38,6.366,Wheat Winter,Mf 567 Lindsay's.Costello,1,Costello,2019
,,SUB TOTALS FOR Trace Elements,,,,,4597.13,,,,,,,,
,SUB TOTALS FOR Variable Costs,,,,,,80746.12,,,,,,,,
Rectory,Variable Costs,Adjuvants,Completed,Remix,2.484,L,40.17,2/27/2019,6.21,16.173,Beans Dried Spring,Rf 65 Pond.Tiffany,0.4,Tiffany,2019
Rectory,Variable Costs,Adjuvants,Completed,Remix,2.56,L,41.4,2/27/2019,6.4,16.173,Beans Dried Spring,Rf 66 Poultry 1.A.Tiffany,0.4,Tiffany,2019
Rectory,Variable Costs,Adjuvants,Completed,Remix,1.94,L,31.38,2/27/2019,4.85,16.173,Beans Dried Spring,Rf 67 Poultry 2.A.Tiffany,0.4,Tiffany,2019
Rectory,Variable Costs,Adjuvants,Completed,Remix,1.172,L,18.96,2/27/2019,2.93,16.173,Beans Dried Spring,RF 68 Fabb.Tiffany,0.4,Tiffany,2019
Rectory,Variable Costs,Adjuvants,Completed,Stringray,3.257,L,91.17,5/22/2019,31.69,27.99,Oats Spring,Rf 61 Paul's.Mascani,0.103,Mascani,2019
Rectory,Variable Costs,Adjuvants,Completed,Stringray,3.609,L,101.01,5/22/2019,35.11,27.99,Oats Spring,Rf 62 Lee's.Mascani,0.103,Mascani,2019
,,SUB TOTALS FOR Adjuvants,,,,,324.09,,,,,,,,
Rectory,Variable Costs,Fertiliser,Completed,Di Ammonium Phosphate,3130.891,kg,1105.27,3/25/2019,31.69,0.353,Oats Spring,Rf 61 Paul's.Mascani,98.797,Mascani,2019
Rectory,Variable Costs,Fertiliser,Completed,Di Ammonium Phosphate,3468.779,kg,1224.55,3/25/2019,35.11,0.353,Oats Spring,Rf 62 Lee's.Mascani,98.797,Mascani,2019
Rectory,Variable Costs,Fertiliser,Completed,N26-37S,3133,kg,681.12,04/01/2019,31.69,0.217,Oats Spring,Rf 61 Paul's.Mascani,98.864,Mascani,2019
Rectory,Variable Costs,Fertiliser,Completed,N26-37S,3369,kg,732.43,04/01/2019,35.11,0.217,Oats Spring,Rf 62 Lee's.Mascani,95.956,Mascani,2019
Rectory,Variable Costs,Fertiliser,Completed,N39,710.179,L,149.16,3/26/2019,31.69,0.21,Oats Spring,Rf 61 Paul's.Mascani,22.41,Mascani,2019
Rectory,Variable Costs,Fertiliser,Completed,N39,786.821,L,165.26,3/26/2019,35.11,0.21,Oats Spring,Rf 62 Lee's.Mascani,22.41,Mascani,2019
Rectory,Variable Costs,Fertiliser,Completed,N39,772.121,L,162.17,4/15/2019,31.69,0.21,Oats Spring,Rf 61 Paul's.Mascani,24.365,Mascani,2019
Rectory,Variable Costs,Fertiliser,Completed,N39,723.879,L,152.04,4/15/2019,29.71,0.21,Oats Spring,Rf 62 Lee's.Mascani,24.365,Mascani,2019
Rectory,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,5235.966,L,1381.47,3/26/2019,31.69,0.264,Oats Spring,Rf 61 Paul's.Mascani,165.225,Mascani,2019
Rectory,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,5801.034,L,1530.55,3/26/2019,35.11,0.264,Oats Spring,Rf 62 Lee's.Mascani,165.225,Mascani,2019
Rectory,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,5082.787,L,1341.05,4/15/2019,31.69,0.264,Oats Spring,Rf 61 Paul's.Mascani,160.391,Mascani,2019
Rectory,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,5385.213,L,1420.84,4/15/2019,36.09,0.264,Oats Spring,Rf 62 Lee's.Mascani,149.216,Mascani,2019
,,SUB TOTALS FOR Fertiliser,,,,,10045.92,,,,,,,,
Rectory,Variable Costs,Fungicides,Completed,Alto Elite (08467),5.75,L,55.2,06/04/2019,6.21,9.6,Beans Dried Spring,Rf 65 Pond.Tiffany,0.926,Tiffany,2019
Rectory,Variable Costs,Fungicides,Completed,Alto Elite (08467),5.926,L,56.89,06/04/2019,6.4,9.6,Beans Dried Spring,Rf 66 Poultry 1.A.Tiffany,0.926,Tiffany,2019
Rectory,Variable Costs,Fungicides,Completed,Alto Elite (08467),4.491,L,43.11,06/04/2019,4.85,9.6,Beans Dried Spring,Rf 67 Poultry 2.A.Tiffany,0.926,Tiffany,2019
Rectory,Variable Costs,Fungicides,Completed,Alto Elite (08467),2.713,L,26.04,06/04/2019,2.93,9.6,Beans Dried Spring,RF 68 Fabb.Tiffany,0.926,Tiffany,2019
Rectory,Variable Costs,Fungicides,Completed,Alto Elite (08467),9.2,L,88.32,6/27/2019,6.21,9.6,Beans Dried Spring,Rf 65 Pond.Tiffany,1.481,Tiffany,2019
Rectory,Variable Costs,Fungicides,Completed,Alto Elite (08467),9.481,L,91.02,6/27/2019,6.4,9.6,Beans Dried Spring,Rf 66 Poultry 1.A.Tiffany,1.481,Tiffany,2019
Rectory,Variable Costs,Fungicides,Completed,Alto Elite (08467),7.185,L,68.98,6/27/2019,4.85,9.6,Beans Dried Spring,Rf 67 Poultry 2.A.Tiffany,1.481,Tiffany,2019
Rectory,Variable Costs,Fungicides,Completed,Alto Elite (08467),4.341,L,41.67,6/27/2019,2.93,9.6,Beans Dried Spring,RF 68 Fabb.Tiffany,1.481,Tiffany,2019
Rectory,Variable Costs,Fungicides,Completed,Ceando (16012),15.845,L,253.52,5/15/2019,31.69,16,Oats Spring,Rf 61 Paul's.Mascani,0.5,Mascani,2019
Rectory,Variable Costs,Fungicides,Completed,Ceando (16012),17.555,L,280.88,5/15/2019,35.11,16,Oats Spring,Rf 62 Lee's.Mascani,0.5,Mascani,2019
Rectory,Variable Costs,Fungicides,Completed,Ceando (16012),17.068,L,273.09,6/17/2019,31.69,16,Oats Spring,Rf 61 Paul's.Mascani,0.539,Mascani,2019
Rectory,Variable Costs,Fungicides,Completed,Ceando (16012),18.91,L,302.56,6/17/2019,35.11,16,Oats Spring,Rf 62 Lee's.Mascani,0.539,Mascani,2019
Rectory,Variable Costs,Fungicides,Completed,Conclude (16905),15.845,L,253.2,5/15/2019,31.69,15.98,Oats Spring,Rf 61 Paul's.Mascani,0.5,Mascani,2019
Rectory,Variable Costs,Fungicides,Completed,Conclude (16905),17.555,L,280.53,5/15/2019,35.11,15.98,Oats Spring,Rf 62 Lee's.Mascani,0.5,Mascani,2019
Rectory,Variable Costs,Fungicides,Completed,Conclude (16905),16.727,L,267.3,6/17/2019,31.69,15.98,Oats Spring,Rf 61 Paul's.Mascani,0.528,Mascani,2019
Rectory,Variable Costs,Fungicides,Completed,Conclude (16905),18.533,L,296.15,6/17/2019,35.11,15.98,Oats Spring,Rf 62 Lee's.Mascani,0.528,Mascani,2019
Rectory,Variable Costs,Fungicides,Completed,Custodia (16393),5.75,L,120.01,06/04/2019,6.21,20.872,Beans Dried Spring,Rf 65 Pond.Tiffany,0.926,Tiffany,2019
Rectory,Variable Costs,Fungicides,Completed,Custodia (16393),5.926,L,123.69,06/04/2019,6.4,20.872,Beans Dried Spring,Rf 66 Poultry 1.A.Tiffany,0.926,Tiffany,2019
Rectory,Variable Costs,Fungicides,Completed,Custodia (16393),4.491,L,93.73,06/04/2019,4.85,20.872,Beans Dried Spring,Rf 67 Poultry 2.A.Tiffany,0.926,Tiffany,2019
Rectory,Variable Costs,Fungicides,Completed,Custodia (16393),2.713,L,56.62,06/04/2019,2.93,20.872,Beans Dried Spring,RF 68 Fabb.Tiffany,0.926,Tiffany,2019
,,SUB TOTALS FOR Fungicides,,,,,3072.52,,,,,,,,
Rectory,Variable Costs,Growth Regulators,Completed,Canopy (16314),19.247,L,306.19,5/22/2019,31.69,15.908,Oats Spring,Rf 61 Paul's.Mascani,0.607,Mascani,2019
Rectory,Variable Costs,Growth Regulators,Completed,Canopy (16314),21.325,L,339.23,5/22/2019,35.11,15.908,Oats Spring,Rf 62 Lee's.Mascani,0.607,Mascani,2019
,,SUB TOTALS FOR Growth Regulators,,,,,645.42,,,,,,,,
Rectory,Variable Costs,Herbicides,Completed,Nevada (17349),23.689,L,513.21,05/06/2019,31.69,21.664,Oats Spring,Rf 61 Paul's.Mascani,0.748,Mascani,2019
Rectory,Variable Costs,Herbicides,Completed,Nevada (17349),26.246,L,568.6,05/06/2019,35.11,21.664,Oats Spring,Rf 62 Lee's.Mascani,0.748,Mascani,2019
Rectory,Variable Costs,Herbicides,Completed,Nirvana (14256),27.945,L,334.75,2/27/2019,6.21,11.979,Beans Dried Spring,Rf 65 Pond.Tiffany,4.5,Tiffany,2019
